,CCN,S_005_01_DTC_RS_RATE _97_5,S_004_01_PPR_PD_OBS_READM,S_004_01_PPR_PD_RSRR_97_5,S_004_01_PPR_PD_RSRR_2_5,S_013_01_DENOMINATOR,S_002_01_NUMERATOR,S_013_01_NUMERATOR,S_005_01_DTC_OBS_RATE,S_005_01_DTC_RS_RATE_2_5,S_005_01_DTC_NUMBER,S_001_01_DENOMINATOR,S_002_01_ADJ_RATE,S_002_01_OBS_RATE,S_004_01_PPR_PD_VOLUME,S_005_01_DTC_VOLUME,S_013_01_OBS_RATE,S_001_01_OBS_RATE,S_002_01_DENOMINATOR,S_001_01_NUMERATOR,S_004_01_PPR_PD_RSRR,S_004_01_PPR_PD_OBS,S_006_01_MSPB_NUMB,S_006_01_MSPB_SCORE,S_004_01_PPR_PD_COMP_PERF,S_005_01_DTC_RS_RATE,S_005_01_DTC_COMP_PERF
10590,195279,32.09,Not Available,Not Available,Not Available,107,2,0,20,31.72,15,107,1.6,1.9,Not Available,75,0,99.1,107,106,Not Available,Not Available,66,1.09,Not Available,31.91,Worse than the National Rate
10591,195281,36.09,Not Available,Not Available,Not Available,125,2,1,24.68,35.58,19,125,1.5,1.6,Not Available,77,0.8,99.2,125,124,Not Available,Not Available,62,1.53,Not Available,35.83,Worse than the National Rate
10592,195291,28.43,Not Available,Not Available,Not Available,59,0,3,17.95,27.97,7,59,0,0,Not Available,39,5.1,100,59,59,Not Available,Not Available,40,1.66,Not Available,28.21,Worse than the National Rate
10593,195293,Not Available,Not Available,Not Available,Not Available,37,2,1,Not Available,Not Available,Not Available,37,4.5,5.4,Not Available,12,2.7,100,37,37,Not Available,Not Available,29,1.22,Not Available,Not Available,Not Available
10594,195297,33.83,Not Available,Not Available,Not Available,173,3,1,21.88,33.38,28,173,1.6,1.7,Not Available,128,0.6,100,173,173,Not Available,Not Available,125,0.94,Not Available,33.61,Worse than the National Rate
10595,195301,51.67,Not Available,Not Available,Not Available,162,1,0,37.72,50.99,43,162,0.6,0.6,Not Available,114,0,91.4,162,148,Not Available,Not Available,105,1.09,Not Available,51.32,Better than the National Rate
10596,195302,36.31,Not Available,Not Available,Not Available,69,1,0,24.59,35.87,15,69,1.3,1.4,Not Available,61,0,91.3,69,63,Not Available,Not Available,39,1.01,Not Available,36.09,Worse than the National Rate
10597,195303,46.22,Not Available,Not Available,Not Available,43,2,0,29.69,45.53,19,43,4.8,4.7,Not Available,64,0,95.3,43,41,Not Available,Not Available,47,0.96,Not Available,45.87,Worse than the National Rate
10598,195304,37.36,Not Available,Not Available,Not Available,58,3,0,23.53,36.88,8,58,4.1,5.2,Not Available,34,0,100,58,58,Not Available,Not Available,27,1.34,Not Available,37.11,Worse than the National Rate
10599,195305,19.76,Not Available,Not Available,Not Available,64,0,3,0,19.06,0,64,0,0,Not Available,26,4.7,100,64,64,Not Available,Not Available,48,1.51,Not Available,19.41,Worse than the National Rate
10600,195307,35.21,Not Available,Not Available,Not Available,195,8,4,21.43,34.74,27,195,3.8,4.4,Not Available,126,2.1,97.9,180,191,Not Available,Not Available,136,1.44,Not Available,34.98,Worse than the National Rate
10601,195309,31.65,Not Available,Not Available,Not Available,26,1,0,15.15,31.1,5,26,4.1,3.8,Not Available,33,0,100,26,26,Not Available,Not Available,41,1.32,Not Available,31.36,Worse than the National Rate
10602,195310,33.82,Not Available,Not Available,Not Available,59,3,2,23.53,33.37,8,59,5.4,5.1,Not Available,34,3.4,100,59,59,Not Available,Not Available,38,1.36,Not Available,33.61,Worse than the National Rate
10603,195312,26.95,Not Available,Not Available,Not Available,136,6,1,16.67,26.54,9,136,4,4.4,Not Available,54,0.7,100,136,136,Not Available,Not Available,64,1.61,Not Available,26.74,Worse than the National Rate
10604,195313,38.31,Not Available,Not Available,Not Available,49,0,1,27.27,37.85,9,49,0,0,Not Available,33,2,100,49,49,Not Available,Not Available,36,1.35,Not Available,38.08,Worse than the National Rate
10605,455806,30.95,Not Available,Not Available,Not Available,66,0,0,14.63,30.5,6,66,0,0,Not Available,41,0,100,66,66,Not Available,Not Available,44,1.34,Not Available,30.74,Worse than the National Rate
10606,455808,Not Available,Not Available,Not Available,Not Available,13,Not Available,Not Available,Not Available,Not Available,Not Available,13,Not Available,Not Available,Not Available,7,Not Available,Not Available,13,Not Available,Not Available,Not Available,9,Not Available,Not Available,Not Available,Not Available
10607,455810,71.29,Not Available,Not Available,Not Available,387,4,2,65.69,70.34,157,389,1.1,1,Not Available,239,0.5,90,388,350,Not Available,Not Available,244,0.93,Not Available,70.83,Better than the National Rate
10608,455812,37.9,Not Available,Not Available,Not Available,127,2,1,18.92,37.31,14,127,1.5,1.6,Not Available,74,0.8,91.3,127,116,Not Available,Not Available,64,1.08,Not Available,37.61,Worse than the National Rate
10609,455815,Not Available,Not Available,Not Available,Not Available,31,0,0,Not Available,Not Available,Not Available,31,0,0,Not Available,15,0,80.6,30,25,Not Available,Not Available,14,Not Available,Not Available,Not Available,Not Available
10610,455817,47.43,Not Available,Not Available,Not Available,129,0,2,23.08,45.5,12,129,0,0,Not Available,52,1.6,55,127,71,Not Available,Not Available,70,1.19,Not Available,46.45,Worse than the National Rate
10611,455819,Not Available,Not Available,Not Available,Not Available,53,0,0,Not Available,Not Available,Not Available,53,0,0,Not Available,22,0,100,53,53,Not Available,Not Available,29,1.24,Not Available,Not Available,Not Available
10612,455822,59.65,Not Available,Not Available,Not Available,181,2,0,53.1,58.87,60,181,1,1.1,Not Available,113,0,95.6,181,173,Not Available,Not Available,108,1.05,Not Available,59.25,Better than the National Rate
10613,455823,39.32,Not Available,Not Available,Not Available,120,0,0,27.4,38.8,20,120,0,0,Not Available,73,0,98.3,120,118,Not Available,Not Available,76,1.08,Not Available,39.04,Worse than the National Rate
10614,455824,55.02,Not Available,Not Available,Not Available,35,0,2,32.26,53.95,10,35,0,0,Not Available,31,5.7,100,35,35,Not Available,Not Available,33,0.91,Not Available,54.51,Better than the National Rate
10615,455831,Not Available,Not Available,Not Available,Not Available,28,0,0,Not Available,Not Available,Not Available,28,0,0,Not Available,17,0,100,28,28,Not Available,Not Available,30,1.66,Not Available,Not Available,Not Available
10616,455832,59.76,Not Available,Not Available,Not Available,188,2,0,47.76,58.93,64,188,1.1,1.1,Not Available,134,0,92,187,173,Not Available,Not Available,141,0.88,Not Available,59.34,Better than the National Rate
10617,455834,63.76,Not Available,Not Available,Not Available,158,0,1,57.28,62.9,59,158,0,0,Not Available,103,0.6,98.1,158,155,Not Available,Not Available,115,1.07,Not Available,63.33,Better than the National Rate
10618,455835,31.26,Not Available,Not Available,Not Available,64,3,1,13.16,30.78,5,64,4.3,4.7,Not Available,38,1.6,100,64,64,Not Available,Not Available,50,1.24,Not Available,31.02,Worse than the National Rate
10619,455838,Not Available,Not Available,Not Available,Not Available,33,0,0,Not Available,Not Available,Not Available,33,0,0,Not Available,12,0,84.8,33,28,Not Available,Not Available,26,0.94,Not Available,Not Available,Not Available
10620,455840,48.47,Not Available,Not Available,Not Available,50,3,0,42.11,47.85,16,50,6.9,6,Not Available,38,0,100,50,50,Not Available,Not Available,34,1.21,Not Available,48.15,Worse than the National Rate
10621,455849,50.01,Not Available,Not Available,Not Available,159,4,0,45.63,49.42,47,160,3,2.5,Not Available,103,0,95.6,159,153,Not Available,Not Available,107,1.16,Not Available,49.72,Better than the National Rate
10622,455850,49.92,Not Available,Not Available,Not Available,29,0,0,40,49.23,10,29,0,0,Not Available,25,0,100,29,29,Not Available,Not Available,35,0.89,Not Available,49.58,Better than the National Rate
10623,195314,48.55,Not Available,Not Available,Not Available,42,0,0,37.5,47.91,18,42,0,0,Not Available,48,0,100,42,42,Not Available,Not Available,54,1.17,Not Available,48.26,Worse than the National Rate
10624,195315,Not Available,Not Available,Not Available,Not Available,52,0,1,Not Available,Not Available,Not Available,52,0,0,Not Available,21,1.9,98.1,52,51,Not Available,Not Available,32,1.71,Not Available,Not Available,Not Available
10625,195316,Not Available,Not Available,Not Available,Not Available,38,0,2,Not Available,Not Available,Not Available,38,0,0,Not Available,16,5.3,100,38,38,Not Available,Not Available,23,1.51,Not Available,Not Available,Not Available
10626,195318,34.56,Not Available,Not Available,Not Available,80,3,1,24.73,34.13,23,80,3.6,3.8,Not Available,93,1.3,100,80,80,Not Available,Not Available,90,1.21,Not Available,34.34,Worse than the National Rate
10627,195319,24.33,Not Available,Not Available,Not Available,91,0,0,11.11,23.82,4,91,0,0,Not Available,36,0,97.8,91,89,Not Available,Not Available,45,1.72,Not Available,24.06,Worse than the National Rate
10628,195321,30.47,Not Available,Not Available,Not Available,43,1,0,19.3,30.1,11,43,1.8,2.3,Not Available,57,0,100,43,43,Not Available,Not Available,60,1.4,Not Available,30.29,Worse than the National Rate
10629,195323,Not Available,Not Available,Not Available,Not Available,42,0,1,Not Available,Not Available,Not Available,42,0,0,Not Available,18,2.4,100,42,42,Not Available,Not Available,30,1.58,Not Available,Not Available,Not Available
10630,195324,46.19,Not Available,Not Available,Not Available,103,3,2,32.2,45.58,19,103,2.6,2.9,Not Available,59,1.9,100,103,103,Not Available,Not Available,58,1.45,Not Available,45.88,Worse than the National Rate
10631,195325,37.78,Not Available,Not Available,Not Available,62,0,0,25,37.32,9,62,0,0,Not Available,36,0,98.4,62,61,Not Available,Not Available,42,1.62,Not Available,37.56,Worse than the National Rate
10632,195326,41.15,Not Available,Not Available,Not Available,107,0,0,35.29,40.62,18,107,0,0,Not Available,51,0,97.2,107,104,Not Available,Not Available,64,1.43,Not Available,40.89,Worse than the National Rate
10633,195327,46.86,Not Available,Not Available,Not Available,103,1,2,35.85,46.23,19,103,0.8,1,Not Available,53,1.9,98.1,103,101,Not Available,Not Available,50,1.19,Not Available,46.54,Worse than the National Rate
10634,195328,28.94,Not Available,Not Available,Not Available,80,1,0,16.22,28.45,6,80,0.9,1.3,Not Available,37,0,98.8,80,79,Not Available,Not Available,36,1.77,Not Available,28.69,Worse than the National Rate
10635,195329,36.29,Not Available,Not Available,Not Available,101,2,1,21.95,35.82,9,101,2.1,2,Not Available,41,1,99,101,100,Not Available,Not Available,53,1.02,Not Available,36.05,Worse than the National Rate
10636,195336,37.13,Not Available,Not Available,Not Available,58,0,0,21.21,36.59,7,58,0,0,Not Available,33,0,100,58,58,Not Available,Not Available,23,1.89,Not Available,36.87,Worse than the National Rate
10637,195341,31.94,Not Available,Not Available,Not Available,66,2,0,7.89,31.23,3,66,2.6,3.1,Not Available,38,0,100,64,66,Not Available,Not Available,31,1.2,Not Available,31.58,Worse than the National Rate
10638,195342,48.43,Not Available,Not Available,Not Available,159,0,2,46.51,47.86,40,159,0,0,Not Available,86,1.3,98.1,159,156,Not Available,Not Available,111,1.32,Not Available,48.14,Worse than the National Rate
10639,195343,22.95,Not Available,Not Available,Not Available,90,4,2,6.38,22.35,3,90,4,4.4,Not Available,47,2.2,100,90,90,Not Available,Not Available,61,1.72,Not Available,22.65,Worse than the National Rate
10640,195344,43.88,Not Available,Not Available,Not Available,180,0,5,35.06,43.26,27,180,0,0,Not Available,77,2.8,100,180,180,Not Available,Not Available,89,1.71,Not Available,43.6,Worse than the National Rate
10641,455854,66.41,Not Available,Not Available,Not Available,239,2,0,62.23,65.49,117,239,0.8,0.8,Not Available,188,0,97.9,239,234,Not Available,Not Available,179,1.15,Not Available,65.95,Better than the National Rate
10642,455855,28.03,Not Available,Not Available,Not Available,39,1,1,11.9,27.46,5,39,2.3,2.6,Not Available,42,2.6,89.7,39,35,Not Available,Not Available,50,1.28,Not Available,27.74,Worse than the National Rate
10643,455856,Not Available,Not Available,Not Available,Not Available,15,Not Available,Not Available,Not Available,Not Available,Not Available,15,Not Available,Not Available,Not Available,4,Not Available,Not Available,15,Not Available,Not Available,Not Available,13,Not Available,Not Available,Not Available,Not Available
10644,455861,37.9,Not Available,Not Available,Not Available,77,2,0,25,37.42,13,77,2.2,2.6,Not Available,52,0,98.7,77,76,Not Available,Not Available,50,1.12,Not Available,37.65,Worse than the National Rate
10645,455862,31.68,Not Available,Not Available,Not Available,62,0,1,22.22,31.26,14,62,0,0,Not Available,63,1.6,91.9,60,57,Not Available,Not Available,69,1.1,Not Available,31.49,Worse than the National Rate
10646,455864,63.13,Not Available,Not Available,Not Available,206,2,0,50,62.19,62,206,0.9,1,Not Available,124,0,99.5,205,205,Not Available,Not Available,137,1.02,Not Available,62.68,Better than the National Rate
10647,455866,63.32,Not Available,Not Available,Not Available,331,4,3,61.57,62.51,141,331,1.2,1.2,Not Available,229,0.9,94.9,331,314,Not Available,Not Available,234,1.13,Not Available,62.93,Better than the National Rate
10648,455869,36.13,Not Available,Not Available,Not Available,113,0,5,29.31,35.75,17,113,0,0,Not Available,58,4.4,97.3,113,110,Not Available,Not Available,73,1.07,Not Available,35.95,Worse than the National Rate
10649,455870,66.69,Not Available,Not Available,Not Available,210,2,1,67.76,65.8,103,211,1.2,0.9,Not Available,152,0.5,73,211,154,Not Available,Not Available,148,0.88,Not Available,66.24,Better than the National Rate
10650,455871,40.02,Not Available,Not Available,Not Available,45,0,1,31.25,39.39,10,45,0,0,Not Available,32,2.2,97.8,45,44,Not Available,Not Available,21,1.51,Not Available,39.69,Worse than the National Rate
10651,455872,62.84,Not Available,Not Available,Not Available,79,0,1,46.81,61.84,22,79,0,0,Not Available,47,1.3,97.5,78,77,Not Available,Not Available,44,0.96,Not Available,62.34,Better than the National Rate
10652,455876,44.92,Not Available,Not Available,Not Available,187,0,1,35.94,44.37,46,187,0,0,Not Available,128,0.5,99.5,187,186,Not Available,Not Available,111,1.21,Not Available,44.64,Worse than the National Rate
10653,455879,32.74,Not Available,Not Available,Not Available,63,3,0,18.42,32.28,7,63,4.4,4.8,Not Available,38,0,96.8,63,61,Not Available,Not Available,36,1.42,Not Available,32.53,Worse than the National Rate
10654,455881,Not Available,Not Available,Not Available,Not Available,24,0,0,Not Available,Not Available,Not Available,24,0,0,Not Available,11,0,100,24,24,Not Available,Not Available,18,Not Available,Not Available,Not Available,Not Available
10655,455887,Not Available,Not Available,Not Available,Not Available,31,1,0,Not Available,Not Available,Not Available,31,3.9,3.2,Not Available,13,0,100,31,31,Not Available,Not Available,20,1.41,Not Available,Not Available,Not Available
10656,455889,30.94,Not Available,Not Available,Not Available,59,6,3,18.87,30.54,10,59,11.6,10.2,Not Available,53,5.1,100,59,59,Not Available,Not Available,41,1.32,Not Available,30.73,Worse than the National Rate
10657,455891,55.63,Not Available,Not Available,Not Available,203,4,0,47.74,54.83,74,203,2,2,Not Available,155,0,99,203,201,Not Available,Not Available,156,1.02,Not Available,55.25,Better than the National Rate
10658,455893,Not Available,Not Available,Not Available,Not Available,21,0,0,Not Available,Not Available,Not Available,21,0,0,Not Available,15,0,100,21,21,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available
10659,195346,31.8,Not Available,Not Available,Not Available,108,0,2,23.81,31.38,15,108,0,0,Not Available,63,1.9,99.1,107,107,Not Available,Not Available,72,1.32,Not Available,31.58,Worse than the National Rate
10660,195348,45.28,Not Available,Not Available,Not Available,45,0,0,31.43,44.63,11,45,0,0,Not Available,35,0,86.7,45,39,Not Available,Not Available,37,1.29,Not Available,44.95,Worse than the National Rate
10661,195349,33.22,Not Available,Not Available,Not Available,43,0,1,12,32.58,3,43,0,0,Not Available,25,2.3,100,43,43,Not Available,Not Available,39,1.21,Not Available,32.89,Worse than the National Rate
10662,195350,44.01,Not Available,Not Available,Not Available,180,6,0,30.77,43.31,24,180,3,3.3,Not Available,78,0,100,180,180,Not Available,Not Available,88,1.41,Not Available,43.68,Worse than the National Rate
10663,195353,Not Available,Not Available,Not Available,Not Available,23,1,0,Not Available,Not Available,Not Available,23,4,4.3,Not Available,20,0,0,23,0,Not Available,Not Available,26,1.21,Not Available,Not Available,Not Available
10664,195356,44.31,Not Available,Not Available,Not Available,36,2,0,31.03,43.69,18,36,5.4,5.6,Not Available,58,0,100,36,36,Not Available,Not Available,53,1.04,Not Available,44.01,Worse than the National Rate
10665,195358,34.83,Not Available,Not Available,Not Available,62,2,1,24.39,34.39,10,62,2.9,3.2,Not Available,41,1.6,100,62,62,Not Available,Not Available,42,1.36,Not Available,34.61,Worse than the National Rate
10666,195359,45.69,Not Available,Not Available,Not Available,106,3,0,33.68,45.05,32,106,2.6,2.8,Not Available,95,0,100,106,106,Not Available,Not Available,108,1.28,Not Available,45.38,Worse than the National Rate
10667,195361,28.74,Not Available,Not Available,Not Available,53,1,0,15.91,28.28,7,53,1.5,1.9,Not Available,44,0,100,53,53,Not Available,Not Available,34,1.19,Not Available,28.51,Worse than the National Rate
10668,195362,51.46,Not Available,Not Available,Not Available,90,0,2,40.48,50.8,17,90,0,0,Not Available,42,2.2,100,90,90,Not Available,Not Available,57,1.09,Not Available,51.14,Better than the National Rate
10669,195363,Not Available,Not Available,Not Available,Not Available,24,0,0,Not Available,Not Available,Not Available,24,0,0,Not Available,19,0,100,24,24,Not Available,Not Available,24,1.47,Not Available,Not Available,Not Available
10670,195365,46.8,Not Available,Not Available,Not Available,119,2,1,39.51,46.17,32,119,1.7,1.7,Not Available,81,0.8,89.1,119,106,Not Available,Not Available,90,1.36,Not Available,46.48,Worse than the National Rate
10671,195369,31.16,Not Available,Not Available,Not Available,86,1,2,27.14,30.81,19,86,1.1,1.2,Not Available,70,2.3,100,86,86,Not Available,Not Available,61,1.19,Not Available,30.99,Worse than the National Rate
10672,195373,33.21,Not Available,Not Available,Not Available,58,7,1,23.68,32.77,9,58,12.1,12.1,Not Available,38,1.7,100,58,58,Not Available,Not Available,38,1.33,Not Available,32.99,Worse than the National Rate
10673,195374,50.13,Not Available,Not Available,Not Available,102,3,0,33.33,49.39,26,102,2.4,2.9,Not Available,78,0,99,102,101,Not Available,Not Available,72,1.02,Not Available,49.77,Better than the National Rate
10674,195376,63.22,Not Available,Not Available,Not Available,118,1,0,51.32,62.36,39,118,1.1,0.8,Not Available,76,0,100,118,118,Not Available,Not Available,89,1.43,Not Available,62.76,Better than the National Rate
10675,195380,23.4,Not Available,Not Available,Not Available,146,4,1,12.96,23.08,14,146,2.2,2.7,Not Available,108,0.7,100,146,146,Not Available,Not Available,88,1.24,Not Available,23.24,Worse than the National Rate
10676,195381,44.35,Not Available,Not Available,Not Available,140,1,3,39.29,43.76,22,141,0.8,0.7,Not Available,56,2.1,99.3,141,140,Not Available,Not Available,56,0.99,Not Available,44.05,Worse than the National Rate
10677,455895,35.34,Not Available,Not Available,Not Available,84,0,1,19.51,34.86,8,84,0,0,Not Available,41,1.2,100,84,84,Not Available,Not Available,51,1.44,Not Available,35.09,Worse than the National Rate
10678,455900,44.27,Not Available,Not Available,Not Available,30,0,1,32.56,43.76,14,30,0,0,Not Available,43,3.3,93.3,30,28,Not Available,Not Available,42,1.5,Not Available,44.04,Worse than the National Rate
10679,455901,59.09,Not Available,Not Available,Not Available,85,3,0,35.94,58.05,23,86,3.7,3.6,Not Available,64,0,95.3,84,82,Not Available,Not Available,76,1.21,Not Available,58.58,Better than the National Rate
10680,455903,26.91,Not Available,Not Available,Not Available,109,4,0,16.67,26.34,11,109,3.6,3.7,Not Available,66,0,99.1,108,108,Not Available,Not Available,93,1.34,Not Available,26.61,Worse than the National Rate
10681,455904,31.96,Not Available,Not Available,Not Available,69,0,1,12.12,31.27,4,69,0,0,Not Available,33,1.4,97.1,69,67,Not Available,Not Available,30,1,Not Available,31.59,Worse than the National Rate
10682,455906,52.94,Not Available,Not Available,Not Available,212,12,1,51.27,52.27,81,212,7,5.7,Not Available,158,0.5,100,212,212,Not Available,Not Available,152,1.09,Not Available,52.61,Better than the National Rate
10683,455908,67.48,Not Available,Not Available,Not Available,158,3,3,61.05,66.54,58,158,2.1,1.9,Not Available,95,1.9,100,158,158,Not Available,Not Available,105,1.23,Not Available,67.02,Better than the National Rate
10684,455910,56.9,Not Available,Not Available,Not Available,48,0,1,51.85,56.03,14,48,0,0,Not Available,27,2.1,97.9,48,47,Not Available,Not Available,45,1.45,Not Available,56.49,Better than the National Rate
10685,455913,57.99,Not Available,Not Available,Not Available,195,1,1,54.93,57.24,78,195,0.6,0.5,Not Available,142,0.5,100,194,195,Not Available,Not Available,154,1.08,Not Available,57.61,Better than the National Rate
10686,455915,63.02,Not Available,Not Available,Not Available,104,1,1,57.97,62.18,40,104,0.9,1,Not Available,69,1,99,104,103,Not Available,Not Available,85,1.27,Not Available,62.59,Better than the National Rate
10687,455916,32.89,Not Available,Not Available,Not Available,44,1,0,14.81,32.24,4,44,2.9,2.3,Not Available,27,0,100,44,44,Not Available,Not Available,35,1.2,Not Available,32.54,Worse than the National Rate
10688,455917,55.19,Not Available,Not Available,Not Available,73,1,2,55.77,54.47,29,73,1.5,1.4,Not Available,52,2.7,98.6,73,72,Not Available,Not Available,54,1.29,Not Available,54.83,Better than the National Rate
10689,455923,62.86,Not Available,Not Available,Not Available,95,3,1,52.63,61.98,30,95,3.2,3.2,Not Available,57,1.1,100,95,95,Not Available,Not Available,57,1.2,Not Available,62.42,Better than the National Rate
10690,455925,50.79,Not Available,Not Available,Not Available,126,2,0,36.71,50.03,29,126,1.3,1.6,Not Available,79,0,100,126,126,Not Available,Not Available,87,1.09,Not Available,50.43,Better than the National Rate
10691,455929,45.49,Not Available,Not Available,Not Available,103,2,1,39.71,44.91,27,103,2.4,1.9,Not Available,68,1,99,103,102,Not Available,Not Available,58,1.04,Not Available,45.2,Worse than the National Rate
10692,455930,41.75,Not Available,Not Available,Not Available,66,1,0,31.91,41.23,15,67,1.7,1.5,Not Available,47,0,97,67,65,Not Available,Not Available,56,1.4,Not Available,41.48,Worse than the National Rate
10693,455931,52.04,Not Available,Not Available,Not Available,117,1,1,46.05,51.38,35,117,0.9,0.9,Not Available,76,0.9,100,117,117,Not Available,Not Available,80,1.48,Not Available,51.71,Better than the National Rate
10694,455934,54.51,Not Available,Not Available,Not Available,120,5,2,41.18,53.74,35,120,3.9,4.2,Not Available,85,1.7,97.5,120,117,Not Available,Not Available,75,0.98,Not Available,54.14,Better than the National Rate
10695,195382,27.03,Not Available,Not Available,Not Available,38,0,0,9.09,26.49,3,38,0,0,Not Available,33,0,100,38,38,Not Available,Not Available,34,1.28,Not Available,26.77,Worse than the National Rate
10696,195385,26.21,Not Available,Not Available,Not Available,54,0,7,17.24,25.85,10,54,0,0,Not Available,58,13,100,54,54,Not Available,Not Available,56,1.26,Not Available,26.03,Worse than the National Rate
10697,195386,36.99,Not Available,Not Available,Not Available,91,2,0,22.03,36.5,13,91,2.3,2.2,Not Available,59,0,100,91,91,Not Available,Not Available,65,1.3,Not Available,36.74,Worse than the National Rate
10698,195388,28.38,Not Available,Not Available,Not Available,78,3,1,18.6,27.98,8,78,3.8,3.8,Not Available,43,1.3,96.2,78,75,Not Available,Not Available,52,1.7,Not Available,28.18,Worse than the National Rate
10699,195389,26.4,Not Available,Not Available,Not Available,76,0,1,8.89,25.85,4,76,0,0,Not Available,45,1.3,100,76,76,Not Available,Not Available,54,0.96,Not Available,26.11,Worse than the National Rate
10700,195390,22.51,Not Available,Not Available,Not Available,109,3,0,10.61,22.13,7,109,2.9,2.8,Not Available,66,0,100,109,109,Not Available,Not Available,58,0.99,Not Available,22.31,Worse than the National Rate
10701,195392,25.35,Not Available,Not Available,Not Available,53,0,0,15.38,24.93,6,53,0,0,Not Available,39,0,100,53,53,Not Available,Not Available,45,1.28,Not Available,25.15,Worse than the National Rate
10702,195393,22.53,Not Available,Not Available,Not Available,65,0,2,13.79,22.18,8,65,0,0,Not Available,58,3.1,100,65,65,Not Available,Not Available,44,1.24,Not Available,22.35,Worse than the National Rate
10703,195394,33.93,Not Available,Not Available,Not Available,45,0,0,18.75,33.45,6,45,0,0,Not Available,32,0,100,45,45,Not Available,Not Available,25,1.26,Not Available,33.68,Worse than the National Rate
10704,195396,22.81,Not Available,Not Available,Not Available,64,1,0,5.71,22.22,2,64,1.8,1.6,Not Available,35,0,100,64,64,Not Available,Not Available,39,1.22,Not Available,22.52,Worse than the National Rate
10705,195398,23.65,Not Available,Not Available,Not Available,75,3,0,10.94,23.29,7,75,4,4,Not Available,64,0,100,75,75,Not Available,Not Available,38,1.29,Not Available,23.47,Worse than the National Rate
10706,195399,19.69,Not Available,Not Available,Not Available,119,1,4,7.04,19.3,5,119,0.9,0.8,Not Available,71,3.4,99.2,119,118,Not Available,Not Available,79,1.37,Not Available,19.48,Worse than the National Rate
10707,195401,33.1,Not Available,Not Available,Not Available,49,1,0,21.62,32.68,8,49,1.9,2,Not Available,37,0,100,49,49,Not Available,Not Available,47,1.1,Not Available,32.89,Worse than the National Rate
10708,195403,18.65,Not Available,Not Available,Not Available,122,6,1,2.08,18.08,1,122,4.8,4.9,Not Available,48,0.8,98.4,122,120,Not Available,Not Available,55,1.4,Not Available,18.37,Worse than the National Rate
10709,195404,Not Available,Not Available,Not Available,Not Available,34,0,0,Not Available,Not Available,Not Available,34,0,0,Not Available,21,0,100,34,34,Not Available,Not Available,22,0.81,Not Available,Not Available,Not Available
10710,195405,58.12,Not Available,Not Available,Not Available,89,4,1,42.86,57.17,24,89,4.2,4.5,Not Available,56,1.1,98.9,89,88,Not Available,Not Available,76,1.43,Not Available,57.66,Better than the National Rate
10711,195406,43.74,Not Available,Not Available,Not Available,88,6,0,29.82,43.07,17,88,6.4,6.8,Not Available,57,0,100,88,88,Not Available,Not Available,69,1.45,Not Available,43.42,Worse than the National Rate
10712,195407,36.26,Not Available,Not Available,Not Available,53,4,0,18.52,35.7,5,53,8.4,7.5,Not Available,27,0,98.1,53,52,Not Available,Not Available,41,1.38,Not Available,35.98,Worse than the National Rate
10713,455935,52.54,Not Available,Not Available,Not Available,85,2,1,38.89,51.83,28,85,2.4,2.4,Not Available,72,1.2,97.6,84,83,Not Available,Not Available,63,1.14,Not Available,52.19,Better than the National Rate
10714,455936,38.76,Not Available,Not Available,Not Available,31,1,1,26.92,38.24,7,31,4,3.2,Not Available,26,3.2,96.8,31,30,Not Available,Not Available,19,Not Available,Not Available,38.51,Worse than the National Rate
10715,455940,Not Available,Not Available,Not Available,Not Available,37,0,0,Not Available,Not Available,Not Available,37,0,0,Not Available,22,0,100,37,37,Not Available,Not Available,28,1.47,Not Available,Not Available,Not Available
10716,455941,53.06,Not Available,Not Available,Not Available,117,2,1,65.52,52.34,57,117,2,1.7,Not Available,87,0.9,100,117,117,Not Available,Not Available,101,1.02,Not Available,52.71,Better than the National Rate
10717,455942,43.9,Not Available,Not Available,Not Available,64,2,1,28,43.28,7,64,2.7,3.1,Not Available,25,1.6,100,64,64,Not Available,Not Available,27,1.48,Not Available,43.57,Worse than the National Rate
10718,455944,63.04,Not Available,Not Available,Not Available,76,1,2,55,62.12,22,76,1.6,1.3,Not Available,40,2.6,100,76,76,Not Available,Not Available,47,1.24,Not Available,62.58,Better than the National Rate
10719,455946,Not Available,Not Available,Not Available,Not Available,43,1,0,Not Available,Not Available,Not Available,43,2.1,2.3,Not Available,18,0,100,43,43,Not Available,Not Available,30,1.88,Not Available,Not Available,Not Available
10720,455951,Not Available,Not Available,Not Available,Not Available,41,1,2,Not Available,Not Available,Not Available,41,2.2,2.4,Not Available,21,4.9,95.1,41,39,Not Available,Not Available,34,1.68,Not Available,Not Available,Not Available
10721,455952,39.49,Not Available,Not Available,Not Available,103,0,1,26.25,38.99,21,103,0,0,Not Available,80,1,99,103,102,Not Available,Not Available,96,1.37,Not Available,39.25,Worse than the National Rate
10722,455954,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,20,Not Available,Not Available,Not Available,9,Not Available,100,19,20,Not Available,Not Available,13,Not Available,Not Available,Not Available,Not Available
